startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
Pay Solutions,Fintech,Israel,3123000000.0,Series C,unicorn_companies_synthetic
Omni Group84,Internet software & services,Indonesia,344000000.0,Series D,unicorn_companies_synthetic
Aeroly91,E-commerce & direct-to-consumer,United States,773000000.0,Series D,unicorn_companies_synthetic
Health Technologies,Fintech,United States,12670000000.0,Pre-IPO,unicorn_companies_synthetic
Bioly74,Health,Singapore,336000000.0,Series F,unicorn_companies_synthetic
Smart AI90,Hardware,United States,691000000.0,Series D,unicorn_companies_synthetic
Omni Dynamics,Fintech,India,442000000.0,Series D,unicorn_companies_synthetic
Flow Base1,Internet software & services,South Korea,279000000.0,Series C,unicorn_companies_synthetic
Pay Group57,Data management & analytics,India,605000000.0,Series D,unicorn_companies_synthetic
DataWave,Internet software & services,Singapore,880000000.0,Series E,unicorn_companies_synthetic
BioStream,Internet software & services,United States,1072000000.0000001,Pre-IPO,unicorn_companies_synthetic
NovaVertex14,E-commerce & direct-to-consumer,Sweden,43265000000.0,Series E,unicorn_companies_synthetic
PayWave43,Internet software & services,India,2536000000.0,Series C,unicorn_companies_synthetic
Gridify29,Data management & analytics,United States,1463000000.0,Series D,unicorn_companies_synthetic
OmniStream62,Internet software & services,United States,660000000.0,Series D,unicorn_companies_synthetic
AeroBlock24,Cybersecurity,India,1374000000.0,Series E,unicorn_companies_synthetic
CloudStream12,Fintech,China,944000000.0,Series E,unicorn_companies_synthetic
TechPulse19,Artificial intelligence,United Kingdom,2617000000.0,Series E,unicorn_companies_synthetic
HealthStream,E-commerce & direct-to-consumer,United States,296000000.0,Series D,unicorn_companies_synthetic
DataStream58,Artificial intelligence,China,177000000.0,Series E,unicorn_companies_synthetic
FinVertex,Hardware,United States,915000000.0,Series D,unicorn_companies_synthetic
BioSpace86,Fintech,United States,2759000000.0,Series D,unicorn_companies_synthetic
Flow Solutions,Hardware,United Kingdom,649000000.0,Series D,unicorn_companies_synthetic
Wave Systems69,Artificial intelligence,India,4466000000.0,Series C,unicorn_companies_synthetic
PayShift74,Fintech,China,854000000.0,Series E,unicorn_companies_synthetic
Zenith Hub36,Hardware,United States,5465000000.0,Series E,unicorn_companies_synthetic
Space Group,Auto & transportation,United States,896000000.0,Series C,unicorn_companies_synthetic
MetaWave,Internet software & services,United States,269000000.0,Series E,unicorn_companies_synthetic
BioVertex69,Internet software & services,United States,1137000000.0,Series E,unicorn_companies_synthetic
Cloud AI14,"Supply chain, logistics, & delivery",United Kingdom,829000000.0,Series C,unicorn_companies_synthetic
Zenith Base,Fintech,Canada,535000000.00000006,Series D,unicorn_companies_synthetic
Pulsely14,Internet software & services,United Kingdom,733000000.0,Series B,unicorn_companies_synthetic
CyberWave,Fintech,United States,21090000000.0,Series D,unicorn_companies_synthetic
Fin Hub,Health,United Kingdom,186000000.0,Series F,unicorn_companies_synthetic
Meta Hub,Fintech,United Kingdom,613000000.0,Series E,unicorn_companies_synthetic
Pay Group,Internet software & services,United Kingdom,595000000.0,Pre-IPO,unicorn_companies_synthetic
OmniPulse55,Artificial intelligence,India,778000000.0,Series E,unicorn_companies_synthetic
CloudMind20,Artificial intelligence,China,4091999999.9999995,Series D,unicorn_companies_synthetic
Health Base95,Data management & analytics,India,967000000.0,Series E,unicorn_companies_synthetic
TechBlock,Cybersecurity,United Kingdom,705000000.0,Series E,unicorn_companies_synthetic
Nex Technologies75,Fintech,China,931000000.0,Series C,unicorn_companies_synthetic
Cloud Networks,Fintech,United States,288000000.0,Series E,unicorn_companies_synthetic
Auto Group,Edtech,United States,230000000.0,Series C,unicorn_companies_synthetic
Waveify56,Other,Canada,732000000.0,Series D,unicorn_companies_synthetic
Cloud AI40,Hardware,South Korea,811000000.0,Series D,unicorn_companies_synthetic
Nexio,Internet software & services,United Kingdom,356000000.0,Pre-IPO,unicorn_companies_synthetic
Blockify42,Internet software & services,United States,857000000.0,Private Equity,unicorn_companies_synthetic
MetaBlock45,Internet software & services,Canada,2130000000.0,Series C,unicorn_companies_synthetic
Autoly57,Data management & analytics,South Korea,964000000.0,Private Equity,unicorn_companies_synthetic
Healthly41,Consumer & retail,France,5983000000.0,Series D,unicorn_companies_synthetic
BioVertex,Fintech,United States,763000000.0,Series C,unicorn_companies_synthetic
Nex Dynamics74,Internet software & services,China,3472000000.0,Series D,unicorn_companies_synthetic
Bio Labs37,E-commerce & direct-to-consumer,France,684000000.0,Series C,unicorn_companies_synthetic
Data Networks,Health,India,341000000.0,Series D,unicorn_companies_synthetic
Auto AI,Fintech,India,270000000.0,Series C,unicorn_companies_synthetic
Pulse Group,Internet software & services,United States,1301000000.0,Series D,unicorn_companies_synthetic
AeroFlow98,Artificial intelligence,China,786000000.0,Series F,unicorn_companies_synthetic
Aeroly31,Fintech,South Korea,482000000.0,Series D,unicorn_companies_synthetic
Omni Networks,Internet software & services,Japan,802000000.0,Pre-IPO,unicorn_companies_synthetic
Core Labs,Cybersecurity,United States,874000000.0,Series B,unicorn_companies_synthetic
Omni Technologies12,"Supply chain, logistics, & delivery",Indonesia,373000000.0,Series C,unicorn_companies_synthetic
Aero Systems,Internet software & services,United States,842000000.0,Series D,unicorn_companies_synthetic
PayPulse54,Edtech,China,11505000000.0,Series D,unicorn_companies_synthetic
Cyberify,E-commerce & direct-to-consumer,United States,409000000.0,Series D,unicorn_companies_synthetic
CloudPulse12,Other,United States,4335000000.0,Series C,unicorn_companies_synthetic
FinFlow78,Health,China,405000000.0,Series D,unicorn_companies_synthetic
Block Technologies24,Fintech,United States,889000000.0,Series C,unicorn_companies_synthetic
Stream Hub28,Internet software & services,United Kingdom,159000000.0,Pre-IPO,unicorn_companies_synthetic
Auto Labs20,Hardware,United States,210000000.0,Series F,unicorn_companies_synthetic
Healthio,Artificial intelligence,United States,459000000.0,Series C,unicorn_companies_synthetic
Autoio,Edtech,United States,253000000.0,Series E,unicorn_companies_synthetic
BioLink13,Artificial intelligence,India,668000000.0,Pre-IPO,unicorn_companies_synthetic
FinLink,Fintech,United States,1284000000.0,Series D,unicorn_companies_synthetic
Auto Solutions,Travel,Israel,532000000.0,Series B,unicorn_companies_synthetic
Meta Group24,Internet software & services,United States,376000000.0,Series C,unicorn_companies_synthetic
Nex Systems90,Auto & transportation,United States,463000000.0,Series F,unicorn_companies_synthetic
AutoMind22,Internet software & services,Canada,287000000.0,Series C,unicorn_companies_synthetic
Data Group,Internet software & services,Brazil,433000000.0,Series D,unicorn_companies_synthetic
OmniForge65,E-commerce & direct-to-consumer,United States,2681000000.0,Series E,unicorn_companies_synthetic
MetaShift,Fintech,Germany,3007000000.0,Series E,unicorn_companies_synthetic
CloudForge,Internet software & services,Germany,919000000.0,Series D,unicorn_companies_synthetic
Link Dynamics,Internet software & services,United States,844000000.0,Series E,unicorn_companies_synthetic
Wave Group50,Fintech,China,828000000.0,Series E,unicorn_companies_synthetic
Stream Group,Fintech,France,195000000.0,Series E,unicorn_companies_synthetic
Forge Dynamics9,Auto & transportation,Germany,1094000000.0,Series E,unicorn_companies_synthetic
Shift Solutions71,E-commerce & direct-to-consumer,United States,350000000.0,Series F,unicorn_companies_synthetic
Meta Networks87,Health,United States,506000000.0,Series D,unicorn_companies_synthetic
Forge Technologies59,Hardware,United States,436000000.0,Series F,unicorn_companies_synthetic
TechMind,Fintech,United States,4253000000.0,Series D,unicorn_companies_synthetic
Tech Networks64,"Supply chain, logistics, & delivery",United States,271000000.0,Series D,unicorn_companies_synthetic
Waveify76,Cybersecurity,Indonesia,135000000.0,Series E,unicorn_companies_synthetic
Wave Networks,Artificial intelligence,United Kingdom,683000000.0,Series B,unicorn_companies_synthetic
Health Hub,Fintech,Germany,870000000.0,Series C,unicorn_companies_synthetic
Spacely,Other,India,731000000.0,Series C,unicorn_companies_synthetic
Pay Base,Edtech,United States,6963000000.0,Series E,unicorn_companies_synthetic
Flow Technologies52,E-commerce & direct-to-consumer,South Korea,372000000.0,Series D,unicorn_companies_synthetic
Nexly67,Health,United States,583000000.0,Series D,unicorn_companies_synthetic
Cloud Solutions72,E-commerce & direct-to-consumer,United States,335000000.0,Series C,unicorn_companies_synthetic
Finio,Artificial intelligence,United States,739000000.0,Series E,unicorn_companies_synthetic
Techify94,Artificial intelligence,United States,169000000.0,Series D,unicorn_companies_synthetic
Data AI70,Fintech,China,520000000.0,Series D,unicorn_companies_synthetic
Forge Base31,Auto & transportation,United States,2514000000.0,Series D,unicorn_companies_synthetic
MetaVertex89,Health,China,810000000.0,Series C,unicorn_companies_synthetic
Cyberly,Edtech,India,279000000.0,Series C,unicorn_companies_synthetic
FinVertex3,Fintech,United States,1254000000.0,Series F,unicorn_companies_synthetic
CloudPulse57,Internet software & services,United States,265000000.0,Series C,unicorn_companies_synthetic
CyberShift14,Artificial intelligence,Brazil,735000000.0,Series D,unicorn_companies_synthetic
Zenith Dynamics,E-commerce & direct-to-consumer,Australia,355000000.0,Series D,unicorn_companies_synthetic
HealthFlow4,Health,United Kingdom,318000000.0,Series C,unicorn_companies_synthetic
Techly,Data management & analytics,Sweden,538000000.0,Series C,unicorn_companies_synthetic
DataSpace95,E-commerce & direct-to-consumer,India,217000000.0,Series D,unicorn_companies_synthetic
Block Networks36,Internet software & services,China,693000000.0,Series D,unicorn_companies_synthetic
Meta Technologies90,Other,United States,914000000.0,Series F,unicorn_companies_synthetic
Link AI61,Fintech,China,793000000.0,Series D,unicorn_companies_synthetic
CloudStream40,Cybersecurity,United States,459000000.0,Series C,unicorn_companies_synthetic
Stream Technologies,Artificial intelligence,United States,3081000000.0,Series D,unicorn_companies_synthetic
AeroVertex,Auto & transportation,United States,4276000000.0,Series D,unicorn_companies_synthetic
Mindly64,Other,United States,3248000000.0,Series F,unicorn_companies_synthetic
Cloud Technologies45,Data management & analytics,China,752000000.0,Series D,unicorn_companies_synthetic
FinFlow64,E-commerce & direct-to-consumer,United States,1422000000.0,Series D,unicorn_companies_synthetic
Mind Base5,Artificial intelligence,United States,440000000.0,Series E,unicorn_companies_synthetic
MetaFlow,Fintech,United States,495000000.0,Series D,unicorn_companies_synthetic
Shift Labs36,Cybersecurity,China,262000000.0,Series D,unicorn_companies_synthetic
DataGrid43,Cybersecurity,United States,488000000.0,Private Equity,unicorn_companies_synthetic
Dataify51,Internet software & services,United States,252000000.0,Series E,unicorn_companies_synthetic
Tech Labs87,Fintech,Canada,623000000.0,Series D,unicorn_companies_synthetic
Payly86,Internet software & services,China,369000000.0,Series D,unicorn_companies_synthetic
FinPulse,Data management & analytics,Australia,253000000.0,Series C,unicorn_companies_synthetic
Mind Group51,Artificial intelligence,United States,3217000000.0,Pre-IPO,unicorn_companies_synthetic
CyberPulse,Health,United States,5532000000.0,Series F,unicorn_companies_synthetic
AutoVertex,Health,France,309000000.0,Series E,unicorn_companies_synthetic
Mind AI91,Fintech,United States,2916000000.0,Series F,unicorn_companies_synthetic
PayWave,E-commerce & direct-to-consumer,United States,507000000.0,Series D,unicorn_companies_synthetic
PayStream,Health,United States,3936000000.0,Series E,unicorn_companies_synthetic
BioZenith10,Cybersecurity,India,597000000.0,Series D,unicorn_companies_synthetic
Omniify95,Internet software & services,India,3186000000.0,Series C,unicorn_companies_synthetic
FinShift,Internet software & services,United States,779000000.0,Series F,unicorn_companies_synthetic
BioPulse6,Health,United States,717000000.0,Series F,unicorn_companies_synthetic
NexWave51,Fintech,United States,248000000.0,Series C,unicorn_companies_synthetic
Block Networks72,E-commerce & direct-to-consumer,India,1976000000.0,Pre-IPO,unicorn_companies_synthetic
OmniCore,Health,United States,1289000000.0,Pre-IPO,unicorn_companies_synthetic
Vertex Dynamics,Fintech,United Kingdom,2829000000.0,Series F,unicorn_companies_synthetic
AutoZenith53,Auto & transportation,South Korea,3442000000.0,Series D,unicorn_companies_synthetic
BioCore,E-commerce & direct-to-consumer,Australia,1040000000.0,Series E,unicorn_companies_synthetic
SmartStream,E-commerce & direct-to-consumer,Brazil,592000000.0,Series B,unicorn_companies_synthetic
Data Labs98,Cybersecurity,United States,410000000.0,Series D,unicorn_companies_synthetic
CloudWave67,Health,Australia,9181000000.0,Series F,unicorn_companies_synthetic
BioZenith33,E-commerce & direct-to-consumer,United States,516000000.0,Series D,unicorn_companies_synthetic
Shift AI94,E-commerce & direct-to-consumer,United States,906000000.0,Series E,unicorn_companies_synthetic
NovaMind4,Internet software & services,United States,2492000000.0,Series B,unicorn_companies_synthetic
PayMind,Internet software & services,Japan,646000000.0,Series D,unicorn_companies_synthetic
AutoForge51,Fintech,United States,490000000.0,Series C,unicorn_companies_synthetic
TechStream,Cybersecurity,United States,522000000.0,Series D,unicorn_companies_synthetic
MetaSpace88,Internet software & services,United States,170000000.0,Series D,unicorn_companies_synthetic
BioLink96,Internet software & services,Canada,3885000000.0,Pre-IPO,unicorn_companies_synthetic
Health Group64,Fintech,United States,849000000.0,Series E,unicorn_companies_synthetic
MetaForge71,Health,United States,1000000000.0,Series E,unicorn_companies_synthetic
Link Hub97,Artificial intelligence,Sweden,595000000.0,Series D,unicorn_companies_synthetic
