round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R02132,S01325,CyberStack,2020-01-16,2020,Q1,Series A,5.62,65.45,71.07,25.7,Redpoint Ventures,Corporate VC,2,Gaming & Entertainment,Nigeria,Africa,Lagos,INV0038
R02133,S01326,AlphaWare,2024-07-03,2024,Q3,Pre-Seed,1.02,7.81,8.83,8.9,Elevation Capital,Angel Investor,6,Gaming & Entertainment,United States,North America,San Francisco,INV0036
R02134,S01326,AlphaWare,2024-09-03,2024,Q3,Seed,1.61,15.01,16.62,23.8,Intel Capital,Corporate VC,3,Gaming & Entertainment,United States,North America,San Francisco,INV0056
R02135,S01327,PixelLink,2022-03-09,2022,Q1,Seed,1.24,6.03,7.27,21.9,Khosla Ventures,Angel Investor,5,Artificial Intelligence,United States,North America,Los Angeles,INV0012
R02136,S01328,HubNet,2023-04-26,2023,Q2,Pre-Seed,0.25,1.97,2.22,7.2,Headline,Venture Capital,5,Climate Tech / Clean Energy,United States,North America,Denver,INV0045
R02137,S01328,HubNet,2025-05-17,2025,Q2,Series A,12.37,64.7,77.07,21.9,TLcom Capital,Angel Investor,7,Climate Tech / Clean Energy,United States,North America,Denver,INV0068
R02138,S01329,Gridio,2022-12-12,2022,Q4,Pre-Seed,0.21,1.4,1.61,5.0,Samsung Ventures,Private Equity,3,Climate Tech / Clean Energy,United States,North America,Miami,INV0055
R02139,S01329,Gridio,2023-06-14,2023,Q2,Seed,0.56,3.95,4.51,19.6,EQT Ventures,Corporate VC,5,Climate Tech / Clean Energy,United States,North America,Miami,INV0030
R02140,S01330,AlphaSense,2025-08-11,2025,Q3,Seed,1.5,7.71,9.21,24.1,Microsoft M12,Corporate VC,3,E-Commerce,China,Asia,Guangzhou,INV0057
R02141,S01331,QuantumX,2024-09-26,2024,Q3,Seed,0.65,4.95,5.6,12.8,Intel Capital,Corporate VC,7,Food & AgriTech,India,Asia,Hyderabad,INV0056
R02142,S01332,OrionAnalytics,2023-04-29,2023,Q2,Seed,2.63,25.85,28.48,22.1,IVP,Private Equity,4,Food & AgriTech,Argentina,South America,Buenos Aires,INV0034
R02143,S01332,OrionAnalytics,2025-05-13,2025,Q2,Series B,67.75,634.19,701.94,27.9,Partech,Family Office,5,Food & AgriTech,Argentina,South America,Buenos Aires,INV0046
R02144,S01332,OrionAnalytics,2023-07-04,2023,Q3,Series C,33.87,108.98,142.85,12.9,Redpoint Ventures,Venture Capital,7,Food & AgriTech,Argentina,South America,Buenos Aires,INV0038
R02145,S01333,Orionly,2021-04-04,2021,Q2,Pre-Seed,0.46,4.3,4.76,13.2,NEA,Private Equity,2,Legal Tech,United States,North America,San Francisco,INV0020
R02146,S01333,Orionly,2022-04-29,2022,Q2,Seed,0.8,3.77,4.57,16.5,General Catalyst,Venture Capital,3,Legal Tech,United States,North America,San Francisco,INV0009
R02147,S01334,TerraBeam,2021-09-20,2021,Q3,Seed,1.85,7.95,9.8,19.1,LocalGlobe,Venture Capital,3,Artificial Intelligence,Poland,Europe,Warsaw,INV0042
R02148,S01335,PixelMind,2025-09-13,2025,Q3,Seed,3.39,22.5,25.89,13.5,GIC,Private Equity,1,Fintech,Poland,Europe,Kraków,INV0050
R02149,S01336,MetaTech,2022-09-05,2022,Q3,Seed,2.35,7.35,9.7,11.6,TLcom Capital,Venture Capital,2,SaaS / Enterprise Software,United States,North America,San Francisco,INV0068
R02150,S01336,MetaTech,2024-05-30,2024,Q2,Series B,26.61,299.43,326.04,19.9,Amazon Alexa Fund,Venture Capital,5,SaaS / Enterprise Software,United States,North America,San Francisco,INV0061
R02151,S01337,DataBeam,2022-09-12,2022,Q3,Pre-Seed,0.12,0.45,0.57,14.3,Benchmark,Government/Sovereign Fund,1,Food & AgriTech,India,Asia,Mumbai,INV0008
R02152,S01337,DataBeam,2025-03-13,2025,Q1,Series A,12.54,134.21,146.75,26.8,NEA,Private Equity,6,Food & AgriTech,India,Asia,Mumbai,INV0020
R02153,S01337,DataBeam,2024-01-11,2024,Q1,Series B,29.32,175.41,204.73,16.7,Plug and Play,Private Equity,1,Food & AgriTech,India,Asia,Mumbai,INV0026
R02154,S01338,Kiteio,2023-04-02,2023,Q2,Pre-Seed,0.4,1.76,2.16,13.2,Abu Dhabi Investment Authority,Venture Capital,6,Artificial Intelligence,Canada,North America,Toronto,INV0051
R02155,S01338,Kiteio,2022-10-31,2022,Q4,Series A,8.05,62.27,70.32,19.5,EQT Ventures,Corporate VC,4,Artificial Intelligence,Canada,North America,Toronto,INV0030
R02156,S01338,Kiteio,2024-01-02,2024,Q1,Series B,21.81,237.32,259.13,23.1,Redpoint Ventures,Venture Capital,1,Artificial Intelligence,Canada,North America,Toronto,INV0038
R02157,S01339,EdgePlatform,2020-06-16,2020,Q2,Seed,1.51,12.29,13.8,19.0,Insight Partners,Venture Capital,3,Legal Tech,United States,North America,Miami,INV0010
R02158,S01339,EdgePlatform,2022-10-09,2022,Q4,Series B,10.31,99.92,110.23,23.2,Matrix Partners,Corporate VC,5,Legal Tech,United States,North America,Miami,INV0022
R02159,S01340,Edgeio,2020-02-26,2020,Q1,Seed,2.88,15.83,18.71,16.7,Draper Associates,Corporate VC,7,SaaS / Enterprise Software,United States,North America,Miami,INV0041
R02160,S01340,Edgeio,2022-12-04,2022,Q4,Series A,12.96,105.61,118.57,29.1,Northzone,Accelerator,4,SaaS / Enterprise Software,United States,North America,Miami,INV0047
R02161,S01341,RapidCore,2024-09-26,2024,Q3,Pre-Seed,0.78,6.05,6.83,5.3,Insight Partners,Venture Capital,4,Climate Tech / Clean Energy,India,Asia,Pune,INV0010
R02162,S01342,SwiftWare,2021-02-24,2021,Q1,Seed,4.71,18.4,23.11,13.7,Elevation Capital,Accelerator,6,Artificial Intelligence,United States,North America,San Diego,INV0036
R02163,S01343,CruxX,2023-11-20,2023,Q4,Seed,0.57,2.23,2.8,18.1,EQT Ventures,Accelerator,3,Cybersecurity,Nigeria,Africa,Lagos,INV0030
R02164,S01344,JetAnalytics,2024-01-23,2024,Q1,Seed,2.22,11.46,13.68,23.7,Northzone,Private Equity,1,Artificial Intelligence,India,Asia,Chennai,INV0047
R02165,S01345,EdgeLink,2021-09-07,2021,Q3,Seed,7.5,69.82,77.32,14.3,Tiger Global,Venture Capital,4,Climate Tech / Clean Energy,China,Asia,Beijing,INV0003
R02166,S01346,ForgeHealth,2022-10-29,2022,Q4,Pre-Seed,1.12,4.13,5.25,10.9,First Round Capital,Family Office,7,E-Commerce,India,Asia,Mumbai,INV0040
R02167,S01347,KiteWorks,2021-01-26,2021,Q1,Seed,1.07,7.82,8.89,20.1,Rakuten Capital,Venture Capital,5,Gaming & Entertainment,United States,North America,San Francisco,INV0063
R02168,S01347,KiteWorks,2024-01-05,2024,Q1,Series A,7.56,62.77,70.33,16.7,Antler,Venture Capital,2,Gaming & Entertainment,United States,North America,San Francisco,INV0027
R02169,S01347,KiteWorks,2021-01-08,2021,Q1,Series C,66.59,494.34,560.93,14.0,Ribbit Capital,Angel Investor,8,Gaming & Entertainment,United States,North America,San Francisco,INV0016
R02170,S01348,GridFlow,2025-04-29,2025,Q2,Pre-Seed,1.87,18.7,20.57,7.7,SOSV,Corporate VC,2,SaaS / Enterprise Software,United Kingdom,Europe,London,INV0025
R02171,S01349,NeoBeam,2024-04-24,2024,Q2,Pre-Seed,1.44,11.57,13.01,10.8,Lightspeed Venture Partners,Corporate VC,2,SaaS / Enterprise Software,Brazil,South America,São Paulo,INV0006
R02172,S01350,Ultrafy,2021-02-13,2021,Q1,Seed,2.84,24.89,27.73,22.4,Saudi Aramco Ventures,Private Equity,6,Fintech,United States,North America,Miami,INV0052
R02173,S01350,Ultrafy,2023-02-18,2023,Q1,Series B,59.79,340.79,400.58,16.1,Cherry Ventures,Venture Capital,7,Fintech,United States,North America,Miami,INV0043
R02174,S01351,Quarkverse,2020-12-25,2020,Q4,Pre-Seed,0.52,2.73,3.25,14.5,Redpoint Ventures,Corporate VC,3,Web3 / Blockchain,India,Asia,Chennai,INV0038
R02175,S01351,Quarkverse,2025-01-10,2025,Q1,Seed,3.59,23.17,26.76,11.0,Peak XV Partners (fka Sequoia India),Crowdfunding,2,Web3 / Blockchain,India,Asia,Chennai,INV0021
R02176,S01352,EdgeEnergy,2021-09-27,2021,Q3,Seed,2.48,13.23,15.71,22.7,Plug and Play,Venture Capital,8,E-Commerce,Israel,Middle East,Jerusalem,INV0026
R02177,S01353,Quarkfy,2021-02-27,2021,Q1,Pre-Seed,0.89,7.49,8.38,7.4,Andreessen Horowitz (a16z),Angel Investor,4,E-Commerce,United States,North America,Austin,INV0002
R02178,S01354,SageFlow,2021-07-27,2021,Q3,Pre-Seed,0.51,1.77,2.28,14.1,EQT Ventures,Corporate VC,5,Healthcare & Biotech,South Korea,Asia,Seoul,INV0030
R02179,S01355,SwiftLabs,2023-01-21,2023,Q1,Seed,2.19,20.69,22.88,16.1,Point Nine Capital,Government/Sovereign Fund,7,SaaS / Enterprise Software,United States,North America,San Francisco,INV0044
R02180,S01356,MetaSecurity,2021-01-28,2021,Q1,Pre-Seed,0.49,4.65,5.14,10.7,Samsung Ventures,Private Equity,5,Edtech,United States,North America,Boston,INV0055
R02181,S01356,MetaSecurity,2026-01-03,2026,Q1,Series A,30.39,304.54,334.93,20.6,Partech Africa,Venture Capital,1,Edtech,United States,North America,Boston,INV0069
R02182,S01357,QuantumCore,2025-11-06,2025,Q4,Pre-Seed,1.06,6.77,7.83,11.4,Samsung Ventures,Government/Sovereign Fund,3,Edtech,United Kingdom,Europe,Bristol,INV0055
R02183,S01358,OrionBase,2026-01-26,2026,Q1,Pre-Seed,1.08,7.71,8.79,7.0,Matrix Partners,Corporate VC,1,E-Commerce,Argentina,South America,Buenos Aires,INV0022
R02184,S01358,OrionBase,2022-11-02,2022,Q4,Seed,1.66,14.18,15.84,12.4,Redpoint Ventures,Angel Investor,2,E-Commerce,Argentina,South America,Buenos Aires,INV0038
R02185,S01359,EdgeFinance,2023-03-18,2023,Q1,Seed,1.91,15.98,17.89,11.2,Salesforce Ventures,Venture Capital,8,Healthcare & Biotech,United States,North America,Seattle,INV0058
R02186,S01359,EdgeFinance,2020-02-05,2020,Q1,Series B,27.73,114.05,141.78,16.9,Samsung Ventures,Crowdfunding,3,Healthcare & Biotech,United States,North America,Seattle,INV0055
R02187,S01359,EdgeFinance,2021-06-25,2021,Q2,Series D,126.19,417.1,543.29,20.5,500 Global,Government/Sovereign Fund,2,Healthcare & Biotech,United States,North America,Seattle,INV0023
R02188,S01360,CruxPlatform,2020-10-30,2020,Q4,Seed,2.94,24.71,27.65,17.9,Tiger Global,Corporate VC,1,Fintech,United States,North America,Miami,INV0003
R02189,S01360,CruxPlatform,2025-11-03,2025,Q4,Series B,26.51,228.25,254.76,16.8,Insight Partners,Angel Investor,3,Fintech,United States,North America,Miami,INV0010
R02190,S01360,CruxPlatform,2021-03-05,2021,Q1,Series C,71.59,451.26,522.85,17.7,Battery Ventures,Venture Capital,1,Fintech,United States,North America,Miami,INV0019
R02191,S01361,ZenoEnergy,2020-06-28,2020,Q2,Seed,0.81,7.92,8.73,11.6,GIC,Private Equity,4,Logistics & Supply Chain,South Africa,Africa,Johannesburg,INV0050
R02192,S01362,CruxAnalytics,2020-11-09,2020,Q4,Seed,1.94,13.3,15.24,17.4,Tencent,Angel Investor,1,Fintech,United States,North America,San Diego,INV0053
R02193,S01362,CruxAnalytics,2023-07-16,2023,Q3,Series B,31.48,356.23,387.71,23.1,Kingsway Capital,Angel Investor,3,Fintech,United States,North America,San Diego,INV0067
R02194,S01363,ArcSystems,2023-01-25,2023,Q1,Seed,2.17,12.48,14.65,17.7,Redpoint Ventures,Family Office,1,Artificial Intelligence,Indonesia,Asia,Surabaya,INV0038
R02195,S01364,QuantumSpace,2021-09-07,2021,Q3,Seed,1.6,9.63,11.23,12.7,First Round Capital,Venture Capital,6,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0040
R02196,S01364,QuantumSpace,2020-06-08,2020,Q2,Series B,31.2,222.28,253.48,23.9,Northzone,Venture Capital,4,Healthcare & Biotech,Australia,Oceania,Melbourne,INV0047
R02197,S01365,NovaBase,2024-03-06,2024,Q1,Seed,3.18,10.2,13.38,10.6,First Round Capital,Corporate VC,6,E-Commerce,Egypt,Africa,Cairo,INV0040
R02198,S01366,OnyxWorks,2022-05-14,2022,Q2,Seed,1.25,12.3,13.55,24.1,Temasek,Government/Sovereign Fund,7,Healthcare & Biotech,South Africa,Africa,Cape Town,INV0049
R02199,S01367,MetaSpace,2022-05-08,2022,Q2,Pre-Seed,0.5,4.26,4.76,6.3,IVP,Government/Sovereign Fund,1,SaaS / Enterprise Software,Canada,North America,Vancouver,INV0034
R02200,S01368,Boltfy,2023-08-28,2023,Q3,Pre-Seed,0.46,4.59,5.05,14.8,Redpoint Ventures,Corporate VC,4,SaaS / Enterprise Software,Estonia,Europe,Tallinn,INV0038
R02201,S01369,NeoFlow,2020-08-28,2020,Q3,Pre-Seed,1.14,11.01,12.15,14.2,GV (Google Ventures),Government/Sovereign Fund,5,Healthcare & Biotech,India,Asia,Pune,INV0011
R02202,S01369,NeoFlow,2022-01-23,2022,Q1,Series A,12.38,132.55,144.93,26.8,Tiger Global,Angel Investor,6,Healthcare & Biotech,India,Asia,Pune,INV0003
R02203,S01370,Cloudio,2023-11-19,2023,Q4,Seed,2.38,16.32,18.7,16.0,Matrix Partners,Corporate VC,3,Artificial Intelligence,Saudi Arabia,Middle East,Jeddah,INV0022
R02204,S01370,Cloudio,2020-06-19,2020,Q2,Series B,12.72,83.41,96.13,28.4,Sapphire Ventures,Venture Capital,3,Artificial Intelligence,Saudi Arabia,Middle East,Jeddah,INV0035
R02205,S01370,Cloudio,2024-08-09,2024,Q3,Series C,96.33,710.22,806.55,22.7,SoftBank Vision Fund,Venture Capital,6,Artificial Intelligence,Saudi Arabia,Middle East,Jeddah,INV0005
R02206,S01371,HubLabs,2023-09-20,2023,Q3,Seed,2.38,23.2,25.58,16.1,Peak XV Partners (fka Sequoia India),Accelerator,2,Artificial Intelligence,China,Asia,Guangzhou,INV0021
R02207,S01372,QuarkHub,2023-10-31,2023,Q4,Pre-Seed,0.21,1.93,2.14,14.9,Benchmark,Private Equity,2,Fintech,Israel,Middle East,Haifa,INV0008
R02208,S01372,QuarkHub,2024-02-29,2024,Q1,Series A,29.26,316.68,345.94,27.1,First Round Capital,Corporate VC,2,Fintech,Israel,Middle East,Haifa,INV0040
R02209,S01373,Ultraverse,2020-12-16,2020,Q4,Seed,1.85,13.21,15.06,12.3,Temasek,Corporate VC,5,Fintech,United States,North America,Boston,INV0049
R02210,S01374,PixelSecurity,2021-12-06,2021,Q4,Seed,1.46,7.68,9.14,17.5,General Catalyst,Family Office,3,Artificial Intelligence,United States,North America,Boston,INV0009
R02211,S01375,OnyxDynamics,2022-10-05,2022,Q4,Seed,2.4,20.88,23.28,19.2,Antler,Family Office,2,Artificial Intelligence,India,Asia,Bangalore,INV0027
R02212,S01376,LumeNet,2021-06-21,2021,Q2,Pre-Seed,0.35,1.76,2.11,12.0,Benchmark,Government/Sovereign Fund,1,SaaS / Enterprise Software,United States,North America,Austin,INV0008
R02213,S01377,PulseRobotics,2022-03-20,2022,Q1,Pre-Seed,0.47,1.81,2.28,10.1,Plug and Play,Venture Capital,4,Gaming & Entertainment,India,Asia,Bangalore,INV0026
R02214,S01378,NovaWare,2024-12-11,2024,Q4,Pre-Seed,0.34,2.47,2.81,12.6,Union Square Ventures,Accelerator,5,Cybersecurity,France,Europe,Paris,INV0039
R02215,S01379,HyperAI,2024-04-14,2024,Q2,Pre-Seed,0.17,1.34,1.51,12.9,BlueYard Capital,Venture Capital,6,Real Estate Tech,United States,North America,San Francisco,INV0029
R02216,S01380,SwiftFlow,2020-12-29,2020,Q4,Pre-Seed,0.18,0.63,0.81,7.1,Partech,Corporate VC,4,Fintech,India,Asia,Delhi NCR,INV0046
R02217,S01380,SwiftFlow,2025-08-11,2025,Q3,Seed,1.21,11.05,12.26,13.4,Microsoft M12,Venture Capital,2,Fintech,India,Asia,Delhi NCR,INV0057
R02218,S01381,Runeio,2022-10-31,2022,Q4,Seed,1.62,15.8,17.42,12.7,Union Square Ventures,Accelerator,8,Healthcare & Biotech,Kenya,Africa,Nairobi,INV0039
R02219,S01381,Runeio,2023-12-02,2023,Q4,Series B,50.45,329.19,379.64,25.0,Antler,Venture Capital,3,Healthcare & Biotech,Kenya,Africa,Nairobi,INV0027
R02220,S01381,Runeio,2025-06-15,2025,Q2,Series D,280.05,1085.48,1365.53,23.4,Accel India,Private Equity,3,Healthcare & Biotech,Kenya,Africa,Nairobi,INV0073
R02221,S01382,RuneStack,2022-05-03,2022,Q2,Seed,1.79,5.67,7.46,23.7,Y Combinator,Venture Capital,6,Web3 / Blockchain,United Kingdom,Europe,Manchester,INV0007
R02222,S01382,RuneStack,2022-08-03,2022,Q3,Series A,4.22,46.87,51.09,24.8,Salesforce Ventures,Government/Sovereign Fund,1,Web3 / Blockchain,United Kingdom,Europe,Manchester,INV0058
R02223,S01382,RuneStack,2022-03-07,2022,Q1,Series C,206.87,1561.14,1768.01,12.8,NVIDIA NVentures,Private Equity,3,Web3 / Blockchain,United Kingdom,Europe,Manchester,INV0060
R02224,S01383,BetaSecurity,2021-02-02,2021,Q1,Seed,2.1,16.42,18.52,13.7,First Round Capital,Angel Investor,5,Gaming & Entertainment,Germany,Europe,Berlin,INV0040
R02225,S01383,BetaSecurity,2025-08-24,2025,Q3,Series A,11.15,133.24,144.39,17.5,Khosla Ventures,Corporate VC,1,Gaming & Entertainment,Germany,Europe,Berlin,INV0012
R02226,S01383,BetaSecurity,2023-03-13,2023,Q1,Series C,128.06,434.0,562.06,23.4,First Round Capital,Angel Investor,2,Gaming & Entertainment,Germany,Europe,Berlin,INV0040
R02227,S01384,FluxPay,2025-08-06,2025,Q3,Seed,2.36,14.3,16.66,16.8,GIC,Family Office,7,Healthcare & Biotech,Japan,Asia,Tokyo,INV0050
R02228,S01385,ProtoSystems,2020-03-03,2020,Q1,Pre-Seed,0.32,2.16,2.48,13.7,Y Combinator,Venture Capital,3,Healthcare & Biotech,United States,North America,Los Angeles,INV0007
R02229,S01386,XenoLink,2024-04-15,2024,Q2,Seed,0.69,4.79,5.48,23.0,Saudi Aramco Ventures,Accelerator,8,Fintech,China,Asia,Shenzhen,INV0052
R02230,S01387,ZenFlow,2020-10-11,2020,Q4,Pre-Seed,0.82,4.89,5.71,13.0,DST Global,Accelerator,2,Healthcare & Biotech,France,Europe,Lyon,INV0033
R02231,S01388,XenoBio,2025-11-07,2025,Q4,Pre-Seed,0.45,3.46,3.91,7.4,Bessemer Venture Partners,Private Equity,3,E-Commerce,Poland,Europe,Kraków,INV0013
R02232,S01388,XenoBio,2025-08-23,2025,Q3,Series A,13.04,53.59,66.63,19.9,Samsung Ventures,Venture Capital,10,E-Commerce,Poland,Europe,Kraków,INV0055
R02233,S01388,XenoBio,2021-06-20,2021,Q2,Series C,30.0,208.02,238.02,13.5,IVP,Corporate VC,5,E-Commerce,Poland,Europe,Kraków,INV0034
R02234,S01389,VeloPay,2023-04-20,2023,Q2,Seed,2.12,9.55,11.67,23.4,Techstars,Angel Investor,3,Insurtech,France,Europe,Paris,INV0024
R02235,S01390,QuantumLink,2020-03-25,2020,Q1,Seed,0.5,3.79,4.29,10.4,Coatue Management,Crowdfunding,4,SaaS / Enterprise Software,United Kingdom,Europe,London,INV0017
R02236,S01391,Betaverse,2024-02-04,2024,Q1,Seed,3.22,18.2,21.42,12.1,Amazon Alexa Fund,Venture Capital,1,Climate Tech / Clean Energy,United States,North America,Miami,INV0061
R02237,S01391,Betaverse,2025-07-28,2025,Q3,Series A,19.5,174.17,193.67,29.5,Amazon Alexa Fund,Venture Capital,2,Climate Tech / Clean Energy,United States,North America,Miami,INV0061
R02238,S01392,VertexLogic,2022-04-01,2022,Q2,Seed,3.22,28.53,31.75,24.6,Plug and Play,Venture Capital,2,Artificial Intelligence,United States,North America,Boston,INV0026
R02239,S01393,EchoLink,2022-12-23,2022,Q4,Pre-Seed,1.04,4.61,5.65,8.8,Sequoia Capital,Venture Capital,2,Robotics & Automation,Canada,North America,Montreal,INV0001
R02240,S01393,EchoLink,2024-01-09,2024,Q1,Seed,3.49,25.29,28.78,10.6,NVIDIA NVentures,Private Equity,1,Robotics & Automation,Canada,North America,Montreal,INV0060
R02241,S01393,EchoLink,2020-09-17,2020,Q3,Series B,74.19,839.83,914.02,29.8,Blume Ventures,Venture Capital,3,Robotics & Automation,Canada,North America,Montreal,INV0071
R02242,S01394,ForgeMind,2020-11-29,2020,Q4,Pre-Seed,0.23,1.03,1.26,12.9,Sapphire Ventures,Government/Sovereign Fund,3,Artificial Intelligence,United States,North America,Denver,INV0035
R02243,S01394,ForgeMind,2022-10-19,2022,Q4,Series A,6.35,69.68,76.03,20.6,Atomico,Venture Capital,1,Artificial Intelligence,United States,North America,Denver,INV0032
R02244,S01394,ForgeMind,2025-10-31,2025,Q4,Series C,60.85,414.3,475.15,8.5,Point Nine Capital,Venture Capital,6,Artificial Intelligence,United States,North America,Denver,INV0044
R02245,S01395,DataForge,2025-03-17,2025,Q1,Pre-Seed,0.83,4.28,5.11,13.7,Plug and Play,Venture Capital,3,Artificial Intelligence,United States,North America,San Diego,INV0026
R02246,S01395,DataForge,2020-12-09,2020,Q4,Seed,2.22,7.29,9.51,16.1,Insight Partners,Venture Capital,9,Artificial Intelligence,United States,North America,San Diego,INV0010
R02247,S01395,DataForge,2025-07-07,2025,Q3,Series B,66.31,524.75,591.06,20.7,Sequoia Capital,Angel Investor,3,Artificial Intelligence,United States,North America,San Diego,INV0001
R02248,S01396,HyperNet,2020-01-14,2020,Q1,Pre-Seed,0.23,1.96,2.19,7.2,Northzone,Corporate VC,7,E-Commerce,Poland,Europe,Warsaw,INV0047
R02249,S01397,DawnSense,2021-07-01,2021,Q3,Pre-Seed,0.3,2.38,2.68,6.2,Sapphire Ventures,Government/Sovereign Fund,3,Food & AgriTech,United Kingdom,Europe,Bristol,INV0035
R02250,S01398,Ionverse,2020-04-09,2020,Q2,Seed,6.56,55.4,61.96,18.5,Battery Ventures,Crowdfunding,2,Artificial Intelligence,Nigeria,Africa,Nairobi,INV0019
R02251,S01398,Ionverse,2020-09-23,2020,Q3,Series A,18.71,178.7,197.41,22.1,Partech Africa,Family Office,3,Artificial Intelligence,Nigeria,Africa,Nairobi,INV0069
R02252,S01398,Ionverse,2020-02-21,2020,Q1,Series B,14.52,147.25,161.77,28.4,Atomico,Venture Capital,7,Artificial Intelligence,Nigeria,Africa,Nairobi,INV0032
R02253,S01399,SageRobotics,2022-02-15,2022,Q1,Seed,2.01,12.47,14.48,18.4,Norwest Venture Partners,Corporate VC,5,Healthcare & Biotech,India,Asia,Mumbai,INV0037
R02254,S01399,SageRobotics,2023-08-11,2023,Q3,Series B,19.16,165.94,185.1,19.3,Matrix Partners,Venture Capital,2,Healthcare & Biotech,India,Asia,Mumbai,INV0022
R02255,S01400,RunePay,2020-11-20,2020,Q4,Pre-Seed,0.32,1.8,2.12,11.0,Tiger Global,Angel Investor,3,HR Tech,Brazil,South America,Belo Horizonte,INV0003
R02256,S01401,EchoBase,2020-04-15,2020,Q2,Seed,1.21,9.65,10.86,16.4,Tiger Global,Venture Capital,4,E-Commerce,United States,North America,San Diego,INV0003
R02257,S01401,EchoBase,2021-06-16,2021,Q2,Series B,16.59,72.43,89.02,24.4,Alibaba Group,Corporate VC,5,E-Commerce,United States,North America,San Diego,INV0054
R02258,S01402,Betafy,2024-02-16,2024,Q1,Pre-Seed,0.4,1.36,1.76,10.3,Atomico,Venture Capital,7,Fintech,India,Asia,Delhi NCR,INV0032
R02259,S01403,EdgePay,2025-06-10,2025,Q2,Pre-Seed,1.03,4.53,5.56,8.0,NVIDIA NVentures,Angel Investor,5,Artificial Intelligence,United Kingdom,Europe,London,INV0060
R02260,S01403,EdgePay,2020-05-26,2020,Q2,Seed,5.47,46.58,52.05,10.5,Battery Ventures,Venture Capital,1,Artificial Intelligence,United Kingdom,Europe,London,INV0019
R02261,S01404,NovaLabs,2021-07-06,2021,Q3,Pre-Seed,0.47,4.21,4.68,10.4,Index Ventures,Venture Capital,3,Fintech,India,Asia,Mumbai,INV0015
R02262,S01404,NovaLabs,2022-01-01,2022,Q1,Seed,1.48,11.31,12.79,10.2,Samsung Ventures,Angel Investor,5,Fintech,India,Asia,Mumbai,INV0055
R02263,S01405,CloudMind,2020-02-08,2020,Q1,Seed,2.87,10.38,13.25,11.2,Salesforce Ventures,Venture Capital,3,Artificial Intelligence,Nigeria,Africa,Lagos,INV0058
R02264,S01405,CloudMind,2025-06-14,2025,Q2,Series A,4.67,41.75,46.42,24.8,Nexus Venture Partners,Family Office,3,Artificial Intelligence,Nigeria,Africa,Lagos,INV0072
R02265,S01406,TideX,2022-02-09,2022,Q1,Pre-Seed,0.15,1.26,1.41,12.5,Partech Africa,Angel Investor,7,Climate Tech / Clean Energy,United States,North America,San Francisco,INV0069
R02266,S01406,TideX,2024-12-27,2024,Q4,Seed,5.69,19.28,24.97,21.6,Atomico,Corporate VC,6,Climate Tech / Clean Energy,United States,North America,San Francisco,INV0032
